"Nystad Arild N.";"Application of Control and System Theory to Macroeconomics: A Survey";;52;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"AK 1063";"St. Gallen";"Forschungsgemeinschaft für Nationalökonomie";1981;;YC;;;Wirtschaftswissenschaften;"Wirtschaftstheorie, einschliesslich Geldtheorie";;"hsg duplicate";0991059;0303555
EG-Kommission;"Die neue Partnerschaft";92.825.9749.0;72;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"AF 230";Lumxembourg;EG;1989;;YX;;;Wirtschaftswissenschaften;"Sozialpolitik. Gesundheitswesen. Bildungsökonomie";;"hsg duplicate";0991595;0041985
"Kraehe Jeannette";"Die Mittelstandsholding in Deutschland";3.8244.6045.9;440;Druckerzeugnis;"05.12.2003 08:19";"Ein Führungs- und Organisationskonzept für mittelgrosse Unternehmen Diss. Nr. 1552 der HSG";Haupt-Bibliothek;"WA 351";Wiesbaden;Gabler;1994;;YP;;;Wirtschaftswissenschaften;"Allgemeine Betriebswirtschaftslehre";;"hsg duplicate";0991597;0074929
"Reding Kurt";"Die Effizienz staatlicher Aktivitäten";3-7890-0605-X;228;Druckerzeugnis;"05.12.2003 08:19";"Probleme ihrer Messung und Kontrolle";Haupt-Bibliothek;"EG 126";Baden-Baden;Nomos;1981;;YQ;;;Wirtschaftswissenschaften;"Spezielle Betriebswirtschaftslehren";;"hsg duplicate";0991604;0204726
"Brüngger Heinrich";"Die Nutzen-Kosten-Analyse als Instrument der Planung im Gesundheitswesen";3.7255.1585.9;228;Druckerzeugnis;"05.12.2003 08:19";"Basler Dissertation, 1974";Haupt-Bibliothek;"BG 126";Zürich;"Schulthess Polygraphischer Verlag";1974;;YL7;;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder";"hsg duplicate";0991609;0362950
"Nelson Richard R./Winter Sidney G.";"An Evolutionary Theory of Economic Change";"0.674.27227.7 0.674.27228.5";414;Druckerzeugnis;01.12.2004;;Haupt-Bibliothek;"AK 1145";Cambridge;"Harvard University Press";1982;;YC;;;Wirtschaftswissenschaften;"Wirtschaftstheorie, einschliesslich Geldtheorie";;"hsg duplicate";0991613;0198837
"Koslowski Peter/Kreuzer Philipp/andere";"Chancen und Grenzen des Sozialstaats";3.16.344712.0;257;Druckerzeugnis;01.12.2004;"Staatstheorie, Politische Ökonomie, Politik";Haupt-Bibliothek;"AF 200";Tübingen;"J. C. B. Mohr (Paul Siebeck)";1983;;YX;;;Wirtschaftswissenschaften;"Sozialpolitik. Gesundheitswesen. Bildungsökonomie";;"hsg duplicate";0991615;0204744
"Stegmüller Wolfgang";"Das ABC der modernen Logik und Semantik";;153;Druckerzeugnis;22.04.2004;"Der Begriff der Erklärung und seine Spielarten";Haupt-Bibliothek;"WD 115";"Berlin, Heidelberg, New York";"Springer Verlag";1969;;WD;;;"Uebrige Literatur";"Diverse Gebiete, Umweltschutz";;"hsg duplicate";0991616;0245217
"Bodenhöfer Hans-Joachim";"Arbeitsmobilität und regionales Wachstum";;191;Druckerzeugnis;"05.12.2003 08:19";"Ein Beitrag zur Strukturanalyse von Wachstumsprozessen";Haupt-Bibliothek;"AJ 170";Berlin;"Duncker & Humblot";1969;;YY;;;Wirtschaftswissenschaften;"Regionale Wirtschaftspolitik. Stadtplanung";;"hsg duplicate";0991623;0307719
"Amonn Toni";"Besteuerung von Zweitwohnungen";"3 7242 1161 9";237;Druckerzeugnis;"05.12.2003 08:19";"Diss. der Uni Bern";Haupt-Bibliothek;"PR 206";Therwil;"Verlag für Recht und Gesellschaft AG";1997;;PR;;;"Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern";"Uebrige direkte Steuern";;"hsg duplicate";0991633;0157525
"Locher Peter.";"Die Ehegatten im Steuerrecht";"3 258 04186 5";137-161;Druckerzeugnis;"05.12.2003 08:19";"In: Höhn, Ernst & Vallender, Klaus A., (Hrsg.): Steuerrecht im Rechtsstaat - Festschrift für Prof. Dr. Francis Cagianut zum 65. Geburtstag";Haupt-Bibliothek;-;Bern/Stuttgart;"Paul Haupt";-;;OC;;;"Grundbegriffe und Geschichte der Steuern";Steuersubjekt;;"hsg duplicate";0991634;0657079
"Lutzky Nikolai/Kille Elke/u.a.";"Die Schweizer Stadt im internationalen Spannungsfeld";3.907118.07.3;123;Druckerzeugnis;"05.12.2003 08:19";"Einflusslinien und Handlungsspielräume";Haupt-Bibliothek;"AJ 371";Zürich;"NFP 'Stadt und Verkehr'";1992;;YY;;;Wirtschaftswissenschaften;"Regionale Wirtschaftspolitik. Stadtplanung";;"hsg duplicate";0991636;0053225
"Höltschi René/Rockstroh Christian";"Die Phasen einer Wachstumswelle";;76;Druckerzeugnis;01.12.2004;"Zur langfristigen wirtschaftlichen Entwicklung der Nachkriegszeit in den USA, der BRD und der Schweiz";Haupt-Bibliothek;"AG 395";"St. Gallen";"Forschungsgemeinschaft für Nationalökonomie";1988;;YN;;;Wirtschaftswissenschaften;"Konjunkturschwankungen, Stabilitätspolitik";;"hsg duplicate";0991637;0012456
"Ernst Mario";"Demokratische Wirtschaftspolitik Ein kommunikationsorientierter Ansatz Politischer Ökonomie";;172;Druckerzeugnis;"05.12.2003 08:19";"Dissertation der HSG, Nr. 946, 1986";Haupt-Bibliothek;"AK 1135";Bern;"Peter Lang";1986;;YC;;;Wirtschaftswissenschaften;"Wirtschaftstheorie, einschliesslich Geldtheorie";;"hsg duplicate";0991642;0023352
"Eidg. Kommission für die Gesamtenergiekonzeption (GEK)";"Das schweizerische Energiekonzept. Zusammenfassung";;136;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"AG 280 V";Bern;"Eidg. Drucksachen- und Materialzentrale";1978;;YN;;;Wirtschaftswissenschaften;"Konjunkturschwankungen, Stabilitätspolitik";;"hsg duplicate";0991643;0357166
"Wittmann Walter";"Die Finanzgesinnung des Bundes im Lichte der parlamentarischen Beratungen: Von der Weltwirtschaftskrise bis zur Gegenwart";;165;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"AD 105";Zürich;"Polygraphischer Verlag AG";1969;;YL1;;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";Allgemeines;"hsg duplicate";0991646;0360458
"Hansmeyer Karl-Heinrich/Fürst Dietrich";"Die Gebühren";;147;Druckerzeugnis;10.09.2003;"Zur Theorie eines Instrumentariums der Nachfragelenkung bei öffentlichen Leistungen";Haupt-Bibliothek;"CB 101";Stuttgart;"W. Kohlhammer Verlag";1968;;YL7;YL8;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder-	Allgemeine Steuerlehre, Steuersystem einzelner Länder";"hsg duplicate";0991648;0359918
"Kleiner Jean-Claude";"Aufbruch zu einem ganzheitlichen Personalwesen";;387;Druckerzeugnis;"05.12.2003 08:19";"Von einer mechanischen zu einer organismischen Betrachtung von Mensch, Unternehmung und Umwelt, Diss. Nr. 1355 der HSG";Haupt-Bibliothek;"WA 335";Hallstadt;Rosch-Buch-Team;1992;;YP;;;Wirtschaftswissenschaften;"Allgemeine Betriebswirtschaftslehre";;"hsg duplicate";0991663;0051489
"Gramlich Edward M.";"Benefit-Cost Analysis of Government Programs";0.13.074757.2;265;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"BG 131";"Englewood Cliffs";Prentice-Hall;1981;;YL7;;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder";"hsg duplicate";0991664;0348427
"Jöhr Walter Adolf";"Die Konjunkturschwankungen";;660;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"AG 106";"Tübingen und Zürich";"J.C.B. Mohr und Polygraphischer Verlag AG";1952;;YN;;;Wirtschaftswissenschaften;"Konjunkturschwankungen, Stabilitätspolitik";;"hsg duplicate";0991667;0451565
EG-Kommission;"Die Lage der Landwirtschaft in der Gemeinschaft Bericht 1988";92.825.9082.8;299;Druckerzeugnis;"05.12.2003 08:19";"Im Zusammenhang mit dem 'Zweiundzwanzigsten Gesamtbericht über die Tätigkeit der Europäischen Gemeinschaften' veröffentlichter Bericht";Haupt-Bibliothek;"FB 167";Brüssel/Luxemburg;EG;1989;;YL5;YM;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre-	Internationaler Handel. Zahlungsbilanz und Wechselkurse";"Finanzwirtschaft supranationaler Behörden";"hsg duplicate";0991669;0020486
"Hicks Ursula K.";"Development Finance Planning and Control";;182;Druckerzeugnis;06.09.2004;;Haupt-Bibliothek;"AK 0525";Oxford;"Clarendon Press";1965;;YM;;;Wirtschaftswissenschaften;"Internationaler Handel. Zahlungsbilanz und Wechselkurse";;"hsg duplicate";0991672;0361292
"Mann Fritz Karl";"Der Sinn der Finanzwirtschaft";3.16.340402.2;141;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"AC 213";Tübingen;"J.C.B.Mohr (Paul Siebeck)";1978;;YL1;;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";Allgemeines;"hsg duplicate";0991673;0364383
"Vontobel Hans-Dieter/Morscher Lukas";"Wettbewerb als Chance  Anstösse zur Reform des Finanzplatzes Schweiz";;260;Druckerzeugnis;03.03.2004;;Haupt-Bibliothek;"TA 192";Zürich;NZZ;1992;;TA;;;"Finanz- und Steuerpolitik (Finanzreform)";Bund;;"hsg duplicate";0991674;0485507
"Debatin Helmut";"Analysis of the German Tax System";;295;Druckerzeugnis;"05.12.2003 08:19";"Reprinted from Tax Treaty Guides, Vol. I";Haupt-Bibliothek;"KB 108";Amsterdam;IBFD;1969;;KB;;;"Ausländisches Steuerrecht";Deutschland;;"hsg duplicate";0991678;0125465
"Letsch Hans";"Soziale Marktwirtschaft als Chance";;238;Druckerzeugnis;"03.03.2004 12:18";"Die Schweiz auf dem Prüfstand";Haupt-Bibliothek;"AG 403 1";Aarau;Sauerländer;1992;;YN;;;Wirtschaftswissenschaften;"Konjunkturschwankungen, Stabilitätspolitik";;"hsg duplicate";0994881;0050327
"Abrahamsen Yngve";"Arbeitsmarkttheorie-Arbeitsmarktpolitik und Beschäftigung in der Schweiz";3.7253.0267.7;349;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"AG 405";Grüsch;Rüegger;1986;;YN;;;Wirtschaftswissenschaften;"Konjunkturschwankungen, Stabilitätspolitik";;"hsg duplicate";0991693;0202136
"Ziegelschmidt Helmut";"Die Beurteilung öffentlicher Investitionen unter Unsicherheit";;229;Druckerzeugnis;"05.12.2003 08:19";"Dissertation der Johann Wolfgang Goethe-Univesität zu Frankfurt/Main";Haupt-Bibliothek;"AG 252";;Offset;1976;;YN;;;Wirtschaftswissenschaften;"Konjunkturschwankungen, Stabilitätspolitik";;"hsg duplicate";0991697;0364367
"Kissling Hans";"Die Umverteilung bestehender Vermögenswerte als Mittel der Vermögenspolitik";;179;Druckerzeugnis;10.12.2004;"Dissertation der Universität Zürich";Haupt-Bibliothek;"AH 128";Zürich;"Druck Ropress";1973;;YV;;;Wirtschaftswissenschaften;"Arbeitnehmerfragen (Labor Economics)";;"hsg duplicate";0991698;0362641
"Juen Christoph";"Die Theorie des sektoralen Strukturwandels. Konzeptionelle Grundlegungen-Probleme und neuere theoretische Ansätze zur Erklärung des sektoralen Strukturwandels";;509;Druckerzeugnis;"05.12.2003 08:19";"Dissertation der Hochschule St. Gallen Nr. 867";Haupt-Bibliothek;"AG 353";Bern;"Peter Lang";1982;;YN;;;Wirtschaftswissenschaften;"Konjunkturschwankungen, Stabilitätspolitik";;"hsg duplicate";0991702;0023407
"Ritzmann Franz";"Die Schweizer Banken Geschichte - Theorie - Statistik";3.258.02038.8;373;Druckerzeugnis;06.09.2004;"Habilitation der Uni Zürich, 1973";Haupt-Bibliothek;"AK 0246";"Bern und Stuttgart";"Verlag Paul Haupt";1973;;YK;;;Wirtschaftswissenschaften;"Geld, Kredit- und Bankwesen. Bankbetriebslehre";;"hsg duplicate";0991705;0198545
"Christoffel Markus";"Die industrielle Ballung in der Schweiz (Untersuchung über die Standortwahl schweizerischer Industrieunternehmungen seit 1952)";;152;Druckerzeugnis;"05.12.2003 08:19";"Dissertation der Hochschule St. Gallen- Nr. 232";Haupt-Bibliothek;"AJ 113";Thusis;"Buchdruckerei Roth AG";1967;;YY;;;Wirtschaftswissenschaften;"Regionale Wirtschaftspolitik. Stadtplanung";;"hsg duplicate";0991707;0062283
"Littmann Konrad";"Definition und Entwicklung der Staatsquote";3.509.00804.9;187;Druckerzeugnis;"05.12.2003 08:19";"- Abgrenzung, Aussagekraft und Anwendungsbereiche unterschiedlicher Typen von Staatsquoten -";Haupt-Bibliothek;"AC 182";Göttingen;"Verlag Otto Schwatz & Co.";1975;;YL1;;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";Allgemeines;"hsg duplicate";0991712;0363488
"Abraham Neville";"Big Business and Government";"SBN 333.14941.6";333;Druckerzeugnis;22.04.2004;"The new Disorder";Haupt-Bibliothek;"WD 132";London;"Macmillan Press Ltd.";1974;;WD;;;"Uebrige Literatur";"Diverse Gebiete, Umweltschutz";;"hsg duplicate";0991715;0123760
"Feldstein Martin";"Behavioral Simulation Methods in Tax Policy Analysis";0.226.24084.3;498;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"AC 267";Chicago;"University of Chicago Press";1983;;YL1;;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";Allgemeines;"hsg duplicate";0991716;0347803
"Sprecher Theophil";"Das Bundesfinanzreferendum";;245;Druckerzeugnis;"05.12.2003 08:19";"Dissertation der Universität Zürich, 1960";Haupt-Bibliothek;"GB 107";Chur;"Buchdruckerei AG / Bündner Tagblatt";1960;;GB;;;Finanzrecht;Finanzreferendum;;"hsg duplicate";0991721;0105729
"Haller Heinz";"Besteuerung und Wirtschaftswachstum";;3.16.331261.6;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"AG 192";Tübingen;"J.C.B. Mohr (Paul Siebeck)";1970;;YN;;;Wirtschaftswissenschaften;"Konjunkturschwankungen, Stabilitätspolitik";;"hsg duplicate";0991723;0360769
"Eidg. Kommission für die Gesamtenergiekonzeption (GEK)";"Das schweizerische Energiekonzept.  Katalog denkbarer energiepolitischer Massnahmen";;389;Druckerzeugnis;"05.12.2003 08:19";"Beilage Nr. 2 zum Schlussbericht GEK";Haupt-Bibliothek;"AG 280 IV";Bern;"Eidg. Drucksachen- und Materialzentrale";1978;;YN;;;Wirtschaftswissenschaften;"Konjunkturschwankungen, Stabilitätspolitik";;"hsg duplicate";0991643;0357166
"United Nations";"A manual for programme and performance budgeting";;101;Druckerzeugnis;"05.12.2003 08:19";"Department of Economic and Social Affairs";Haupt-Bibliothek;"VA 113";"New York";"United Nation Publication";1965;;YL2;;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Haushaltsaufstellung, -verwaltung und -kontrolle";"hsg duplicate";0991726;0360649
"Studer Walter";"Bilanzsteuerrecht  (Das schweizerische Bilanzsteuerrecht)";;212;Druckerzeugnis;"03.03.2004 12:27";"Die eidgenössischen Steuern, Zölle und Abgaben- Bd. 7";Haupt-Bibliothek;"PE 0322";Basel;"Verlag für Recht und Gesellschaft AG";1968;;PE;;;"Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern";"Einkommen Selbständigerwerbender, Unternehmungsbesteuerung";;"hsg duplicate";0991733;0126467;;"Die eidgenössischen Steuern, Zölle und Abgaben- Bd. 7"
"Krüger Rolf";"Die Koordination von gesamtwirtschaftlicher-regionaler und lokaler Planung";;186;Druckerzeugnis;"05.12.2003 08:19";"Gedanken zur Einordnung regionaler und lokaler Planung und Politik in die nationale Wirtschaftspolitik";Haupt-Bibliothek;"AJ 167";Berlin;"Duncker & Humblot";1969;;YY;;;Wirtschaftswissenschaften;"Regionale Wirtschaftspolitik. Stadtplanung";;"hsg duplicate";0991734;0319908
"Engels Wolfram/Sablotny Herbert/Zickler Dieter";"Das Volksvermögen - Seine verteilungs- und wohlstandspolitische Bedeutung";3.585.32100.3;178;Druckerzeugnis;01.12.2004;;Haupt-Bibliothek;"AH 169";Frankfurt;"Herder & Herder";1974;;YV;;;Wirtschaftswissenschaften;"Arbeitnehmerfragen (Labor Economics)";;"hsg duplicate";0991736;0344935
"Diem Markus";"Die Beschäftigungssituation der Neuabsolventinnen und Neuabsolventen der Schweizer Hochschulen 1993";;132;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"EJ 124";Bern;"Bundesamt für Bildung und Wissenschaft";1994;;YQ;;;Wirtschaftswissenschaften;"Spezielle Betriebswirtschaftslehren";;"hsg duplicate";0991410;0726493
"Ordeshook Peter C.";"A Political Theory Primer";"0.415.90240.1 0.415.90241.X";319;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"AK 1206";"New York";Routledge;1992;;YC;;;Wirtschaftswissenschaften;"Wirtschaftstheorie, einschliesslich Geldtheorie";;"hsg duplicate";0991741;0073294
"Bosshardt Oskar";"Die neue zürcherische Einkommens- und Vermögenssteuer";;302;Druckerzeugnis;05.12.2003;;Haupt-Bibliothek;"JC 201";Zürich;"Orell Füssli Verlag";1952;;JC;;;"Allgemeine Steuerrechtsliteratur";"Schweizerische Kommentare und Handbücher";;"hsg duplicate";0991742;0099554
"Groth Klaus-Martin";"Die Krise der Staatsfinanzen";3.518.10918.9;265;Druckerzeugnis;"05.12.2003 08:19";"Systematische Überlegungen zur Krise des Steuerstaates";Haupt-Bibliothek;"AC 204";"Frankfurt am Main";"Suhrkamp Verlag";1978;;YL1;;;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";Allgemeines;"hsg duplicate";0991749;0362318
"Price Waterhouse";"Corporate Taxes 1997 A Worldwide Summary";-;720;Druckerzeugnis;"05.12.2003 08:19";;Haupt-Bibliothek;"PK 150 1";"New York";"Price Waterhouse World Firm Services BV";1997;;PK;;;"Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern";"Besteuerung juristischer Personen, Kapitalgesellschaften";;"hsg duplicate";0991751;0078246
"Sieber Hans";"Die realen Austauschverhältnisse zwischen Entwicklungsländern und Industriestaaten";;169;Druckerzeugnis;06.09.2004;"Dissertation der HSG, Nr. 265, 1968";Haupt-Bibliothek;"AK 0506";"Tübingen / Zürich";"J.C.B. Mohr (Paul Siebeck) / Polygraphischer Verlag AG";1968;;YM;;;Wirtschaftswissenschaften;"Internationaler Handel. Zahlungsbilanz und Wechselkurse";;"hsg duplicate";0991752;0081634
"Saxer Arnold";"Die Soziale Sicherheit in der Schweiz";;222;Druckerzeugnis;"05.12.2003 08:19";"Eine Darstellung der Entstehung, des Aufbaus und des gegewärtigen Standes aller Zweige der Sozialen Sicherheit";Haupt-Bibliothek;"AF 132";Bern;"Paul Haupt";1963;;YX;;;Wirtschaftswissenschaften;"Sozialpolitik. Gesundheitswesen. Bildungsökonomie";;"hsg duplicate";0991753;0162431
"Höhn Ernst";"Allgemeines und schweizerisches Steuerrecht - Vorlesung- Beispiele und Fragen";;;Druckerzeugnis;11.11.2003;;Haupt-Bibliothek;"JA 110";St.Gallen;"Studentenschaft HSG";1970;;JA;;;"Allgemeine Steuerrechtsliteratur";"Allgemeines, Lehrbücher";;"hsg duplicate";0991763;0125649
"Baudenbacher Carl";"Aktuelle Probleme des Europäischen und Internationalen Wirtschaftsrechts";3-472-03768-7;597;Druckerzeugnis;"05.12.2003 08:19";"Band 2 / 1999";Haupt-Bibliothek;"WC 231 2";"Neuwied, Kriftel";"Hermann Luchterhand Verlag GmbH";1999;;WC;;;"Uebrige Literatur";Privatrecht;;"hsg duplicate";0991280;0165698;"Band 2 / 1999"
"Guyer Philipp";"Der 'Non-Market-Clearing'-Ansatz der Ungleichgewichtstheorie und seine Anwendung auf das keynesianische makroökonomische Standardmodell";;282;Druckerzeugnis;"05.12.2003 08:19";"Dissertation der HSG, Nr. 814, 1981";Haupt-Bibliothek;"AK 1060";"St. Gallen";"Verlag Wilhelm Surbir";1981;;YC;;;Wirtschaftswissenschaften;"Wirtschaftstheorie, einschliesslich Geldtheorie";;"hsg duplicate";0991766;0039574
"Schulz Hermann";"Das System und die Prinzipien der Einkünfte im werdenden Staat der Neuzeit";3.428.05144.0;404;Druckerzeugnis;10.09.2003;"dargestellt anhand der kameralwissenschaftlichen Literatur (1600-1835)";Haupt-Bibliothek;"CA 217";Berlin;"Duncker & Humblot";1982;;YL7;YL8;YL9;Wirtschaftswissenschaften;"Finanzwissenschaft. Betriebswirtschaftliche Steuerlehre";"Finanzpolitik. Fiscal Policy. Finanzwirtschaft und Finanzpolitik einzelner Länder-	Allgemeine Steuerlehre, Steuersystem einzelner Länder-	Betriebswirtschaftliche Steuerlehre";"hsg duplicate";0991769;0084133
OECD;"The Relationship between Taxation and Financial Reporting / Relations entre Fiscalité et Comptabilité";92-64-02938-9;143;Druckerzeugnis;"03.03.2004 14:03";"Income Tax Accounting / Comptabilisation de L'Impôt sur les Bénéfices- No. 3";Haupt-Bibliothek;"PE 1016";Paris;OECD;1987;;PE;;;"Einkommen- und Vermögensteuern, Ertrag- und Kapitalsteuern";"Einkommen Selbständigerwerbender, Unternehmungsbesteuerung";;"hsg duplicate";0991771;0003603
